text,labels
Lilikuwa jambo zito sana,negative
kitu pekee nilichofanya ni ile sehemu kuu ya ubavu na kitindamlo,positive
karibu nusu ya njia ya filamu hii nilianza kuichukia,negative
kuna shida nyingi sijui nianzie wapi,negative
Na yaliyo machafu yahame!,negative
Utumishi mzuri wa chakula,positive
Mimi nilikuwa na matumaini ya kupata zaidi,negative
Nawapendekezea watu hawa na kuwatia moyo wajaribu,positive
itakuendesha kupiga wazimu,negative
Mahali pakubwa pa kunywa na kutazama michezo yoyote wakati kuta zifunikwapo na tav,positive
Mkataa niliupenda,positive
lakini unapata furaha na uwazi zaidi kuliko simu yoyote ile iliyokuwa nayo awali,positive
Huyu ndiye sushi i mbaya zaidi aliyepata kula mbali na bei,negative
ubora mzuri sana,positive
Sidhani nitarudi tena kwa muda mrefu,negative
"Leo, mara ya pili ya kukaa kwenye mikahawa yao na chakula chao cha mchana ni kizuri sana",positive
Imeketi ikivutwa kwenye kiwambo,positive
kaimu ni mbaya na uandishi ni mbaya zaidi,negative
dekori yenye kupendeza,positive
sinema hiyo inastaajabisha kwa kusema kwa ufupi na si kitu ikiwa si mooftheart,positive
Ni filamu chache tu zinazoweza kuonekana lakini watu wanaoikumbuka huwa tofauti kabisa na sinema zisizo na madoido mengi na nyeusi,positive
star trek v frontier ya mwisho ndio mbaya zaidi kwenye safu,negative
Nilipoona kioo usiku uliopita na hilo lilikuwa ono lisiloridhisha,negative
Huvuma kwa njia ya ajabu sana kabla hajamaliza mlio,negative
kinafanya kazi vizuri kwenye simu yangu ya mkononi 325 na ni bora zaidi kuliko betri iliyochakaa.,positive
Rafiki yangu alijaribu saladi ya kuku ya chini ya ardhi na akashikwa na mapenzi,positive
Haiwezi kusemwa juu ya katuni yenye kutokeza katika filamu hii,positive
nyama ya ng'ombe ya sajini iliyo na mchuzi wa auju ni mkate bora,positive
Yeye astahili nyota 5,positive
watu ambao wanapenda filamu za ulaya na sinema za sanaa watapenda sinema hii,positive
"Hata hivyo, mwaka huo ulitukumbusha kwamba hauston alikuwa bado sehemu ya juu ya mchezo wake huku akisadikishwa na uaminifu wake wa mabadiliko ya jemus yaliyosifu riwaya ya kabaila ya watu waliokufa",positive
Mimi hutumia bidhaa hii katika kituo cha kudhibiti mota ambapo kuna nguvu nyingi za umeme zinazovuma kutoka kwa vifaa hivyo na hufanya kazi nyingi sana,positive
mimi sikufurahishwa na habari hii,negative
mazungumzo ya filamu ni ya asili halisi kwa maisha,positive
kwa habari ya muuaji usitegemee kitu chochote cha asili au hata cha kutisha kwa mbali,negative
si tamu na muundo ulikuwa wenye kuchukiza tu,negative
kisababishi kibaya sana nijue familia yao ni kwamba nilitaka kikweli kuwa kama mahali hapa,negative
Punguza programu za kompyuta kwa kutumia kompyuta yangu,negative
Filamu hii ni msiba halisi ambao hadithi hii ni ya kijinga na kuhariri ndiyo mbaya zaidi ambayo nimeiona ikikutatanisha kwa njia ya ajabu,negative
aweka hazina ya kitaifa,positive
fareed kubanda si rapper anayeheshimika tu kama mwandishi mkali wa mashairi bali pia anatambulika kwa kujihusisha kwake na shughuli za kijamii,positive
Chakula kilikuwa kikubwa na vilevile serivce,positive
iliyo mbaya hata zaidi kuliko kupe,negative
Ninaamini kwamba mwandishi wa kampuni hiyo alifanya kazi nzuri ya kuunganisha sehemu za siri za sinema,positive
Uya wa ajabu na ugubisi huo ulinifanya nijihisi nikiwa mchangamfu na mwenye manyoya mengi ndani,positive
angalia maneno yangu hii ni moja ya sinema hizo za ibada kama evil dead 2 au phantasm ambayo watu watakuwa wakigundua na kuipendana miaka 20 30 40 inayokuja,positive
vileo vilichukua karibu dakika 30 kutoka mahali pamoja,negative
ni moja wapo ya sinema lazima nitizame kila inapotokea kwenye tv usijali ukweli kwamba tayari nimeikariri,positive
watoto wetu walifanya vyema,positive
ndio filamu hii inahitaji idadi kubwa ya utatuzi wa puzzle lakini vipande vinafaa pamoja kuunda picha nzuri,positive
Ni mahali pazuri ajabu,positive
Linapatana kabisa hivi kwamba ndoano ya sikio haihitaji kutumiwa na sauti hiyo huelekezwa vizuri zaidi kupitia kijia cha sikio,positive
ay ni msanii smart mbunifu risk taker na anayeijua biashara ya muziki,positive
Kibaya kabisa,negative
hakiji,negative
kama vile drama ya mahakama inavyoshurutisha kama shtaka juu ya mfumo wa haki za ki-America,positive
kwa kweli niliipenda zaidi kuliko mahojiano na vampire na nilipenda hii lestat stuart townsend bora kuliko jaribio la cruise,positive
si ya kufurahisha,negative
Ni jinsi gani mtu yeyote mwenye akili timamu aweza kuomba kitu chochote zaidi kutoka kwenye sinema kuliko hiki,positive
Labda simu yangu ina kasoro lakini watu hawawezi kunisikia ninapoitumia,negative
kwa kweli yeye ni wa maajabu,positive
kito kizuri ajabu cha ujirani,positive
hakuwa na furaha,negative
ukadiriaji 010 daraja z kumbuka maonyesho ni mbaya kwamba hata mama wa mwigizaji akatoa binti yake kati ya show,negative
sauti yenye nguvu iliacha kulia,negative
hapa katika upepo na simba twaona fasiri nzuri ajabu ya enzi ya kifalme,positive
soni lazima awe na iq ya moluska mpumbavu hasa ili usimwone huyo akija,negative
Njia kubwa ya kumaliza,positive
"Kwa bahati mbaya, haishiki simu yangu ya mkononi 4 licha ya kuiunganisha na vyanzo mbalimbali vya nguvu za umeme vinavyotumia betri ya nje nk.k",negative
epuka filamu hii kwa gharama zote,negative
Sawa na mimi ninajiona kuwa mchambuzi wa haki na mgonjwa kiasi kwamba sifa zinazotokana na athari za wanyama zilikuwa baridi sana,positive
Vijia vyenye kupita kiasi kutoka kikundi cha tatu,negative
sikuipenda mimi,negative
hii ni ofa nzuri,positive
Hapana pa kukimbilia!,negative
si nzuri,negative
Ua lenye vikolezo vingi lakini lenye ladha tamu,positive
hawanywi,negative
"Hata hivyo, hivi karibuni niliangalia tena kitu chote cha dvdos na mimi nilivutiwa sana na jinsi mchezo huo ulivyokuwa mpumbavu kupita kiasi na jinsi ulivyokuwa na mashimo mengi yasiyopatana na waziwazi na jinsi dansi hiyo ilivyokuwa ikipamba moto",negative
Hakika hii bila ya shaka ni biashara kubwa.,positive
Naelewa kwamba inayodhaniwa kuwa aina ya popcorn yenye bei ya chini lakini hiyo haimaanishi kwamba ni lazima itukana kabisa akili yetu na iwe imeandika kwa njia ya ajabu sana hivi kwamba inaingilia mambo yenye kuudhi,negative
ikiwa na jibini maradufu,positive
haikufanya kazi katika plagi ya simu yangu ya mkononi ni kama imewekwa na msimamizi,negative
Ubuni na ubora mzuri,positive
haiji,negative
kila kitu ni cha kutisha,negative
wimbo wa sauti kubwa na wenye kuvutia wakati wa matangazo ya mwisho,positive
Vyakula vyote vya tapa vilikuwa vitamu,positive
jiwe hilo lilistaajabisha,positive
anamiliki filamu hiyo kama vile tu chombo cha kutengenezea makaa ya mawe kilivyomiliki binti ya wachimba makaa ya mawe na kwatodi kilikuwa na mipira mikubwa ya moto,positive
Mlo wenye mafuta - mafuta,negative
sema kupoteza pesa na wakati,negative
sauti iko wazi na watu wanaizungumzia wanashangazwa na sifa hiyo pia,positive
pia ni sahihi kisiasa,negative
bora zaidi kwa mtu anayependa tu bia baridi au baridi zaidi katika kisa hiki,positive
usisumbue kwenda dukani,negative
filamu hii pia inafichua,positive
waigizaji daima ni wa kufurahisha kama kawaida,positive
Mambo yote yaliyoonwa yalikuwa chini ya kiwango cha chini na na nadhani vema kwenda kwenye eneo la sinja sushi wakati ujao,negative
alama ya maneno yangu hii ni moja ya sinema hizo za madhehebu zilizokufa vibaya 2 au phantasus kwamba watu bado watakuwa wakigundua na kushikwa na mapenzi kwa miaka 20 30 30 40,positive
walifurahi tulipowaambia habari zenu,positive
juma moja baadaye baada ya mimi kuichochea ilikufa ghafula,negative
ilikuja bure na kicheza dvd nilichonunua lakini bado nilibadilisha kitu hicho kwa sababu nilikuwa na aibu kwa howell,negative
kwa wale ambao huona sinema hii kuwa yenye akili au hata yenye ustadi ni kwamba tu waweza kusema akili na uwezo wako wa kufikiri ambao kwa wazi uliutumia kujaribu na kuelewa jaribio hili lenye kusikitisha la mwanadamu kujaribu na kuelewa mambo,negative
Waigizaji maarufu wa sinema wanaoitwa savalas na emperger empernle,positive
Jumba hilo liliunganishwa kwenye kituo cha petroli na mara nyingi si ishara nzuri,negative
filamu fupi iliyo bora kabisa,positive
Nyama nzuri iliyopondwa - pondwa,positive
mtandao wenu wa 4g ni mbaya sana siku hizi tafadhali rekebisheni,negative
Nilifikia simu hii kwa kupigiwa upya kutoka kwa mtu wa ukoo na kwa furaha ilikuja,positive
Hata kuruhusu thamani duni ya uzalishaji kwa muda wa mwaka wa 1971 na muundo wa chumba kidogo hiki ni baaaaad,negative
kulikuwa na dakika kadhaa kwenye sinema ambazo hazihitaji tu kuwa hapo na zilikuwa zikisonga polepole,negative
Bidhaa na bei kubwa,positive
ile sinemakographyif inaweza kuitwa ile inayochekwa,negative
yeye hali viazi,negative
jambo liwezalo kutabirika kidogo,negative
kinachofanya hadithi hii kuwa tofauti ni maadili ya kweli ya utengenezaji upigaji picha usio na kosa muundo na uhariri utaftaji wa kutisha brian keith aliyethamini sana kucheza historia ya uonevu teddy na wazi,positive
Kufanya hivyo hakukuwa na matokeo mazuri kwa rafiki zangu wa karibu arusi yangu,negative
Mafuvu hayo pia huonja kutengenezwa kwa nyumbani ambako kuna faida ya ziada,positive
1010,positive
kumalizika kwa kushangaza kwa uwezekano wa takatifu bora ya wakati wote,positive
Kiruu cha amazon,negative
ninaelewa kuwa inapaswa kuwa vichekesho cha bei nafuu cha popcorn lakini hiyo haimaanishi kuwa inabidi itukane akili zetu na kuandika maandishi mabaya sana kiasi kwamba inapakana na kukera,negative
nadhani tom hanks ni muigizaji mzuri,positive
Lakini kevin angay ni tsunami ya maneno iliyo bora sana kwa sababu yeye ni mwigizaji mkuu,positive
ione pamoja na watoto wako ikiwa una nafasi itafungua mazungumzo ya kushangaza kuhusu jinsi uhusiano wa rangi umekuja katika miaka 50 iliyopita,positive
Chakula kilikuwa kibaya sana,negative
Sijui kilichotokea wakati wa majira ya baridi kali kwa miaka mitano ni nini kilichoharibu mazingira,negative
Kila mstari unaamuru watu wavutiwe na mandhari na wahusika,positive
kuelekeza na sinema sio nzuri kabisa,negative
hii ni moja ya sinema mbaya zaidi ya sandra bullock tangu speed 2 lakini sio mbaya kabisa,negative
kulikuwa na majaribio machache yenye kusikitisha ya kufanya wahusika wawe na kina lakini hayakufaulu katika sehemu nyingine za njama hiyo,negative
the foreigner haifai sekunde moja ya wakati wako,negative
hayafanyi kazi hata kidogo,negative
Mana kutoka mbinguni ni sinema nzuri ajabu ambayo inaweza kutabirika na isiyotabirika wakati uleule,positive
maonyesho ya angani yalifanywa vizuri,positive
kulikuwa na pindi kadhaa katika sinema hiyo ambazo hazikuhitaji kuwapo na zilikuwa zenye mwendo wa polepole sana,negative
Bidhaa bora kabisa kwa bei,positive
mwenye kuvutia sana kwa kila pembe,positive
kwa neno moja ni aibu,negative
Pia eneo ambamo kikosi changu kilivunjika halipendeki sana ile kamba ya sumaku,negative
ni filamu isiyohusu kitu chochote kisingizio tu cha kuonyesha matukio ya kejeli,negative
Mlima huu una kelele za kaskazini na una mtazamo mzuri kuhusu jamii inayowakilisha,positive
Niliiona filamu hii juu ya kristmas na ilikuwa sinema nzuri kama nini,positive
Moja ya sinema bora zaidi za ki-Myxican na moja ya sinema ambazo hazikupata kueleweka sana hata iwe ni zile ambazo zimetambuliwaje nazo,positive
Siwezi kujua tulisimama kwa muda gani lakini ilikuwa muda mrefu vya kutosha kwangu kuanza kuhisi vibaya sana.,negative
Wapendaji wa kweli wa sushi huacha tunda la yama liwe lenye kufuatia haki si zuri hivyo,negative
"Na alipo liona katika jumba la sinema,dididi kuwa ni mgonjwa",negative
Labda nimeanza kuwa mnyoofu,negative
ikiwa unataka sinema ambayo sio mbaya lakini inakupa baridi hii ni chaguo nzuri,positive
Imetoa nyota 5 kwa sababu ya ubora wa sauti,positive
"Pia, umbo lake halisi ni kumwona anthony quinn akicheza na farasi mwenye kichaa",positive
Na nyinyi mkazama katika maovu kama wao walivyo zama.,positive
Ulinzi mzuri na haupigi simu kwa wingi sana,positive
"jambo pekee linalonivunja moyo ni ile bandari nyekundu ya ""fra """,negative
kitendo chake kilikuwa kibaya,negative
Nikiwa na uwezo wa kukunja jani na kulirudisha nyuma mahali ambapo metali hiyo sasa ina mkazo wa kutosha kwamba itavunjika tone linalofuata,negative
huonekana kuwa mzuri sana,positive
kumbukumbu ni ngumu lakini ninaweza kusema tu kuwa nilifurahia kila sehemu na bidhaa zinazohusiana na onyesho,positive
upande unaoelekeza huonekana kuwa wenye majivuno mno,negative
Kupoteza wakati na pesa zako kwa njia mbaya sana,negative
Pia nina furaha sana kwa bei,positive
filamu hiyo inafaulu licha ya au labda kwa sababu ya matumizi ya pesa,positive
Saa - upeo lakini si saa mbaya,positive
ikiwa kauli hii yasikika kuwa ya kipumbavu kwa sababu ni ya kipumbavu,negative
Niliwapenda kome waliopikwa katika upunguzaji wa divai wa bata hao na vyakula vyao vya kiazi vilikuwa vitamu,positive
nililipa bidhaa kisha wakanipa bandia na isiyo ya kazi,negative
Karamu ni mbaya sana na imejaa tuli,negative
Hali nzuri ya utumishi wa kirafiki na wa haraka,positive
Mahali pazuri pa kustarehe na kuwa na punda na bia yenye kutisha,positive
si safari yenye kupendeza ya kujitambua,negative
Nilitaka tu kuondoka,negative
Hata hivyo mimi nilihitaji maagizo bora zaidi,negative
nafasi ya mlo ni ndogo lakini imepambwa vizuri na ni yenye kustarehesha,positive
niliona filamu hii na ninaipendekeza,positive
anga lisilo na mawingu huita urefu wa muda mrefu wa maisha ya betri,positive
Ama hakika bila ya shaka hii ni kauli ya kupambanua.,positive
Hii ni moja ya filamu za wanyama - vipenzi zinazoweza kupatikana kwa urahisi,positive
Upumbavu ni nini?,negative
Hawezi kutazama kwenye kiwambo cha televisheni kwa muda mrefu na kwa njia mbaya sana,negative
katika dakika kadhaa tofauti - tofauti za simu i walipiga hizo mara 5 na ilikuwa katika eneo lenye baa 5,negative
Mwanamke mmoja kwenye meza iliyokuwa karibu nasi alipata kiwavi wa kijani - kibichi aliye hai katika saladi yake,negative
ni athari mpya hila na bora,positive
Na nikamjaalia awe na fungu la 10,positive
Kesi hii imepita alama ya mwaka mmoja na wakati ionyeshapo ishara za kuivaa ni 100 ikifanya kazi,positive
hufaulu,negative
Usiinunue,negative
epuka kwa gharama zote,negative
Nimevutiwa sana na kichwa hiki kilichowekwa kutoka kwa wataalamu wa elimu ya mimea,positive
Kunyonya sehemu kubwa ya bidhaa hiyo hakufanyi kazi kwa simu yangu,negative
Ilikuwa vigumu kupata mtandao wa intaneti ukipakua alama za mviringo au kufanya kazi yoyote ile,positive
Labda ni nauli yake tu ya mboga lakini ilikuwa mara mbili na nilifikiri ilikuwa ya wastani kwa hali bora kabisa,negative
simu ya juu,positive
Napendekeza sana simu hii ya mkononi yenye bei ya juu,positive
sasa hii ni sinema ambayo sipendi kabisa,negative
mgonjwa anatafuta kifaa kipya cha sikio,negative
Yenye kutokeza pia ni ndege aina ya jahn bitoy zilizo na rangi maridadi za sinema na mavazi makubwa ya utengenezaji ya eiko ishioka aliyevaa mavazi ya pekee ya polisi aina ya polas dracula ambayo alipata oscar ambayo yalistahiliwa sana.,positive
aina ya sinema yenye makelele inayofurahisha kutazama,positive
Pia ove alikuwa na matatizo na simu ikisoma kadi ya kumbukumbu ambayo sikuzote mimi huizima kisha huizima tena,negative
Hii labda ni moja ya sinema zenye matokeo na zisizo na matokeo kabisa ambazo zimewahi kuona katika maisha yangu yote,negative
Nilikuwa na usumishaji wa chakula hapa kwenye uchaguzi,negative
Huu ndio ufikisho!,negative
Sipendi nokia hii pia,negative
Ni mdogo asiyeweza kulipa gharama yake.,negative
hadithi hii ni mbaya sana,negative
ni kazi kubwa,positive
Mvulana alikuwa yule mnyonyaji akiwa kavu,negative
Mazungumzo ni mabaya sana,negative
kitabu hiki ni kizuri sana,positive
tulianza kwa jodari sashimi ambaye alikuwa na rangi ya kahawia na bila shaka alikuwa mpya,negative
kiwambo huzuiwa kwa urahisi kwa sababu hugusa sikio na uso wako,negative
Filamu hiyo ina mambo mengi yenye kupendeza na ya kushangaza,positive
Hata hivyo mkahawa huu una kifungua - kinywa kizuri ajabu,positive
siwezi kuona jinsi sinema hii inavyoweza kuwa msukumo kwa mtu yeyote kushinda woga na kukataliwa,negative
Kwa ujumla sikuvutiwa na nisirudi nyuma,negative
watazamaji wote walishangilia mwisho wa filamu,positive
"Ninabadilisha ericson z,500a kwa ajili ya hili na kufurahia sana uamuzi huo",positive
saa na nusu napenda ningeweza kurudisha,negative
hii ni sinema nzuri tu,positive
Nampa kidole gumba 2 chini,negative
lakini sio saa mbaya,positive
jambo la kipumbavu hata zaidi ni kwamba watu waliofikiri kwamba kuna volkeno ndani ya los e malaikaes,negative
Picha hiyo ya khao soi ni chakula kisichopaswa kuliwa na watu wanaopenda bizari,positive
Mimi nilikuwa nimeketi ndani ya gari langu huku kitanda kikiwa juu ya mshipi wangu na kichwa kikipoteza ishara,negative
upande mzuri wa wafanyakazi ulikuwa wenye kupendeza na wenye shauku kwelikweli,positive
ni maridadi tu,positive
Sijali kila aina ya tambi lakini naipenda mkono uliotengenezewa nyumbani ulitengeneza tambi na piza nyembamba hapa,positive
Labda hii ndiyo pindi yenye kuudhi zaidi ambayo nimepata kuona katika maisha yangu yote,negative
safi mgenge2018 na hii ngoma bado ni moto,positive
mazungumzo yamejaa mambo yasiyo na maana,negative
tamasha bora zaidi katika filamu ilikuwa wakatigerardo anajaribu kutafuta wimbo ambao huendelea kukimbia kupitia kichwa chake,positive
hii ni lazima iwe ni hii ikiwa serikali yako hairuhusu matumizi ya simu za mkononi unapoendesha gari,positive
Laiti tungeli pata kurejea tena,negative
Simu tamu zaidi,positive
ninaamini kila mmoja anapaswa kuona sinema hii kwa sababu nadhani ni watu wachache nje ya afrika kusini wanaelewa zamani zake na kile kinachojaribiwa katika mchakato wa ukweli na maridhiano,positive
Chakula kilikuwa chini ya wastani,negative
Karamu imekuwa nzuri kwa ujumla,positive
Epuka kabisa,negative
Kufanya hivyo si kutengeneza filamu,negative
betri hudumu kwa muda wa saa chache tu,negative
Rafiki yangu wa kiume na mimi tulikuja hapa kwa mara ya kwanza katika safari ya hivi karibuni ya kwenda vegas na hatungependezwa zaidi na ubora wa chakula na utumishi,positive
Uwezo mbaya sana wa kufanya ngono na malaika ni hila ya mtaalamu wa kompyuta ambaye yuko nyumbani wakati wote,negative
Ondoka kila wakati na sasa uwe na doa langu jipya,positive
Punguza wakati na pesa zako kwa njia hiyo mbaya kama inavyotokea,negative
muziki mkubwa na mandhari yenye kupendeza,positive
Ni lazima nitumie vibweta vidogo zaidi vya masikio vilivyoandaliwa lakini vinabaki vizuri sana,positive
"bado nafanya kama filamu hii kwa ajili ya kuimarisha wanawake huko, hakuna filamu za kutosha hapa kama hii",positive
Nimekuwa nacho kwa majuma machache tu lakini kwa sasa ni chema sana,positive
Picha ya werevu na ya umati wa watu bado ni miongoni mwa filamu bora zaidi hata baada ya miaka 80 ya ajabu,positive
Kengele ya kifua ni ya juu sana kuliko kifaa hiki na inamshusha moyo sana,negative
Imetokezwa vizuri sana na mmoja wa watengenezaji bora zaidi wa sacot vandiver,positive
ghuba yote ya ha ndefu ilikuwa na shimo dogo,negative
anayefanya kazi hiyo ni kama kutazama vikaragosi vya mbao vikisonga huku na huku na kusoma kutoka katika kitabu kinachoonyesha jinsi kilivyo vibaya,negative
ri zilikuwa nyingi pia,positive
Kwa ujumla filamu hiyo inapendeza na inachochea fikira,positive
Na inapo kuja nusura kutoka kwa Mola wako Mlezi husema: Hakika sisi tulikuwa pamoja nanyi.,negative
Lakini kitendo cha wataalamu kama vile heromo na debbie rochokon kilikuwa kibaya sana kukielekeza kwa yule aliyekuwa mpiga - mbizi na kazi ya kamera haikuwa rahisi kuvumilika,negative
itizame,positive
wahusika wakuu wawili wanaweza kuwa watoto wawili wanaoaminika sana ambao nimewahi kuona wakiwekwa kwenye skrini,positive
utendaji wake ni kazi ya akili tu,positive
Hawatafaidika kwa sababu ya pesa ulizo nazo,negative
Hati ya werevu iliyokomaa ambayo hudokeza na mara kwa mara hutokeza mkazo wenye kutokeza kwa sababu ya utendaji mkamilifu mbali na ule tabasamu isiyo ya kawaida kwamba keira mjasiri huelekea kuelekezewa wakati huu kama wahusika wengine wanavyoutaja mara nyingi,positive
Sasa najua kwamba nilifanya uamuzi wenye hekima,positive
"Na lau kuwa si neno lililo kwisha tangulia, bila ya shaka inge fika adhabu (hapa hapa).",positive
Chaguo kuu,positive
ni msichana mrembo anayejiamini na machachari hewani huku akiwa na fanbase ya nguvu,positive
Huharibu chochote kile kiwezacho au kisichoweza kusemwa juu yacho kimebuniwa kwa ustadi wa hali ya juu sana,positive
iliyowekwa vizuri ikafika kwa wakati na inafanya kazi kama ilivyokusudiwa,positive
ni vizuri sana kwenye sikio,positive
simu haikuweza kuzimwa na haikuwa mpya,negative
Chakula ni kizuri sana kwa chakula chako cha kawaida,positive
Miamba hii midogo isiyo na waya na pia simu hii ya bei rahisi,positive
Huduma haikuwa ya maana hata kidogo,negative
Hawawezi kula viazi ambavyo mimi alipata ndani yake nywele ambazo hazikuliwa na watu wasiowajua,negative
Hii ni sinema yenye kufurahisha na yenye kuchekesha sana,positive
isipokuwa tu uko kwa kukusanya filamu zote za kazi za austen unaweza kuruka hii,negative
Na hapo ni pahala pazuri pa kurejea.,positive
filamu hiyo ni ya kupendeza,positive
Kuna picha za vifo vidogo kama zile zilizo katika sinema za awali na picha za video hizo ni mbaya sana,negative
tuhuma tu ambayo nilikuwa nahisi ilikuwa ni kufadhaika kwa jinsi wasichana walivyowashukia,negative
Ninawachukulia kwa uzito,negative
Kinachofanya hadithi hii iwe tofauti ni ile thamani kubwa sana ya upigaji picha usio na kosa na kuhariri ule mzuri sana unaorusha ridan keith anayecheza historia yenye ukatili na iliyo dhahiri,positive
Mfadhili mwaminifu - mshikamanifu anatendewa kwa njia isiyo ya kweli na isiyo ya adabu,negative
hadithi hiyo pia ni ya kuchekesha na yenye hisia wakati mwingine,positive
Na mkiwa na janaba basi ogeni.,positive
hii ni sinema ya kushangaza,positive
Bei kubwa pia,positive
iliyo bora kuliko vile vibweta vigumu vya plastiki,positive
inafurahisha kuona mickey akicheza uturuki katika straw kwa njia ya kufikiria sana ikiwa mara kwa mara ni kali,positive
Chakula ni kingi sana hivi kwamba kinafaa,positive
Kila siku ya juma wana huduma tofauti na zote ni tamu sana,positive
wanajua jinsi ya kuvitengeneza hapa,positive
usinunue kwa d807 kutangazwa vibaya kwa d807,negative
kwa kiwango chochote filamu hii inanuka si sinema ya kuchekesha na ya kishenzi ikipasa kukaa na filamu za iallo na zile zisizo za kawaida zinazoitwa zombie,negative
kama leo hii wema akisema aanzishe bidhaa yoyote inayowalenga vijana haitachukua muda kushika na kutafutwa kama njugu,positive
ninatapika ndani ya bafu katikati ya chakula cha mchana,negative
sinema ilionesha florida nyingi saa bora ikaifanya ionekane ya kupendeza sana,positive
Pia bei nafuu,positive
Michuzi iliyoganda ya kuchukizwa na baadhi ya watu wabaya zaidi walioorodheshwa,negative
Bila ya shaka katika hayo ipo adhabu nyengine kali vile vile.,positive
yeye ni mmoja wa wakurugenzi niwapendao na mmoja wa wakurugenzi wenye talanta zaidi katika historia ya sinema,positive
Hata hivyo hapa hapakuwa na hatua yoyote inayofaa au mahali pa kazi kusawazisha mambo,negative
110 na ni kwa sababu tu hakuna kikao cha 010,negative
kuku wa han nan alikuwa na ladha tamu pia,positive
Kufutwa kwake marumaru mapema hivyo katika shughuli hiyo hakuwezi kushindika kabisa na hakusadiki,negative
Hii ni filamu nzuri sana,positive
Alivunjika moyo kabisa,negative
wacha tuanze na shida zote kaimu haswa kutoka kwa profesa mkuu alikuwa mbaya sana,negative
nikiwa nimekatishwa tamaa sana na uamuzi wangu,negative
1 inatenda 2 ni yenye kustarehesha,positive
hadithi zilikuwa uvumbuzi wenye nguvu wa asili ya mwanadamu na sanaa,positive
Kila mtu anatendewa kwa njia ya pekee vilevile,positive
lakini tiny toons zilishika vibe ya 90 na kutoa moja ya katuni maarufu zaidi za kuchekesha,positive
Asanteni sana kwa filamu kama hii kufanywa na kuachiliwa huru,positive
Ningeshauri nisinunue kitu hiki ambacho hakingefanya kazi vizuri sana,negative
Yeye ni msanii wa filamu mwenye kushangaza ambaye ni wa maana zaidi kati ya watu wote walio hai,positive
Niliweza kupiga mayowe ndani ya gari bila tatizo lolote,positive
Ni elimu sana kwa watoto wenye umri wa kati ya miaka 1 hadi 8,positive
Chakula kilikuwa na bei nzuri,positive
Nilisisimuka sana kupata kichwa hiki kwa sababu nilifikiri kilikuwa chenye kuvutia kweli kweli,positive
Mbuga ya adhabu ni sehemu maridadi ya sinema,positive
Mirija yao inayozunguka kwenye mfereji pia ni jambo kuu la mahali hapa,positive
lakini wakati mtu anajitahidi kwa ukuu na ushairi lakini akiwasilisha hadithi ya matope na mara nyingi ni ujinga kundi la visa tofauti mazungumzo ya udanganyifu halafu unapata aina mbaya zaidi ya sinema ambayo mhakiki wengine alielezea kwa usahihi kama dharau ujanja,negative
mstari wa njama ya pili haueleweki,negative
Mahali hapo panafaa,positive
Ni filamu nzuri sana na inafanywa,positive
filamu hiyo imeandaliwa vizuri imepigwa chini na ni moja ya kumbukumbu bora ya mahakama,positive
imetengenezwa kwa nguvu sana,positive
Bei nzuri,positive
wafanyakazi ni wazuri sana na wenye haraka sana hata na umati wenye kichaa wa wanasheria na wafanyakazi wa mahakama mjini,positive
Lilizidi kuwa baya zaidi na zaidi hivi kwamba sasa hali inafanywa kirasmi,negative
ikiwa haujaona sinema hii ninapendekeza,positive
paper size,positive
Bidhaa ni kama ilivyoelezwa,positive
hunifanyia kazi,positive
Kigari changu kibaya hakitakubali kaseti hii,negative
kwa jumla filamu hiyo ni ya kuvutia na ya kusisimua,positive
Kwa kusikitisha ukosefu wa ujuzi wa mwelekezo ulimaanisha mandhari hiyo baada ya mandhari iliyopita kidogo katika njia ya mkazo au mzozo wenye kutazamisha,negative
hiki ni mkahawa mzuri sana wa thai ambao kwa hakika unastahili kutembelewa,positive
Sehemu nzuri ya moz juu lakini mimi nahisi kama hili lilifanywa ili kufunika chakula kidogo kilichotengwa,positive
Kwa hakika hajui jinsi ya kutengeneza sinema yenye upatano kutoka kwa mwandishi wa kiwambo cha kani ya hewa mtu ambaye alilazimika tu kuandika hati hiyo ili kupata kiasi kikubwa cha fedha,negative
Na pia hadithi na matendo yao yalikuwa dhaifu.,negative
Ninatilia shaka sana kwamba mtu yeyote angeweza kufurahia takataka hizo,negative
lakini sinema hii ilinijia kweli,positive
Kifaa bora kabisa cha mkononi bila malipo,positive
Ulitikisa ulimwengu wangu na kwa hakika ni lazima umwone mtu yeyote asiye na soketi za kijamii au za kimwili,positive
mimi badala yake nilifurahia,positive
Mhusika wa uume ni mtu ambaye hajajitayarisha kwa ajili ya masaibu ambayo yakaribia kuanza lakini achukua jambo hilo kwa makini wakati hadithi inapoendelea na mwigizaji huyu mkuu atoa wonyesho unaokufanya uhisi uchungu na mateso,positive
i alitapika kihalisi alipokuwa akitazama filamu hii,negative
lakini sinema hii kwa hakika ni chini ya kodi ya wastani,negative
Sitarudi kamwe mahali hapa wala sitapendekeza kamwe mahali hapa kwa mtu yeyote,negative
chini ya mkahawa nilioupenda sana wa kisiwa hicho,positive
niliacha ukumbi wa michezo na sauti katika hatua yangu furaha moyoni mwangu na tumaini la wanadamu,positive
""" Thai "" mbaya zaidi iliyowahi kutokea",negative
"gari linapotumiwa kwa urahisi na kwa njia rahisi sana, hilo hufanya gari liwe laini zaidi",positive
